Horodateur;wiek;plec;narodowosc;D4;D5;6. Czy znasz osobę chorującą na padaczkę?;7. Czy kiedykolwiek słyszałeś_aś lub czytałeś_aś o padaczce?;8. Czy byłeś_aś świadkiem napadu padaczkowego?;9.Jak oceniasz swoją wiedzę o padaczce i pomocy w trakcie napadu padaczkowego?;D6;D7;D8;D9;1. U osoby będącej w trakcie napadu padaczkowego postaram się rozchylić usta w celu włożenia czegoś między jej zęby, aby zapobiec przegryzieniu języka.;2. Do osoby w czasie napadu padaczkowego będę głośno krzyczeć i potrząsać nią, aby odzyskała przytomność, w ten sposób zatrzymam napad.;3. Odsunę wszystkie niebezpieczne przedmioty znajdujące się w pobliżu osoby będącej w trakcie napadu padaczkowego, aby zapobiec dodatkowym urazom.;4. Po ustaniu napadu padaczkowego osobę należy ułożyć w pozycji bezpiecznej oraz pozostać z nią do czasu odzyskania pełnej sprawności.;5. Podczas napadu padaczkowego u osoby, która regularnie przyjmuje leki przeciwpadaczkowe, należy jak najszybciej podać lek doustnie.;6. Osobę w trakcie napadu padaczkowego należy przytrzymać i ograniczyć jej ruchy.;7. W czasie każdego napadu padaczkowego należy wezwać pogotowie ratunkowe.;8. Sztuczne oddychanie nie jest czynnością konieczną w trakcie każdego napadu padaczkowego.;9. Po ustaniu napadu padaczkowego chory najczęściej natychmiast wraca do pełni sprawności, nie odczuwając przy tym żadnych dolegliwości.;10.Jeden napad padaczkowy wystarczy żeby rozpoznać padaczkę u osoby nie będącej w grupie wysokiego ryzyka nawrotu kolejnych napadów.;11. Do objawów napadu padaczkowego należą:;12.Który z czynników może sprowokować napad padaczkowy?;13. Osoba chorująca na padaczkę:;14. Padaczka to:;15.Zaznacz stwierdzenie fałszywe;1. U osoby będącej w trakcie napadu padaczkowego postaram się rozchylić usta w celu włożenia czegoś między jej zęby, aby zapobiec przegryzieniu języka.;2. Do osoby w czasie napadu padaczkowego będę głośno krzyczeć i potrząsać nią, aby odzyskała przytomność, w ten sposób zatrzymam napad.;3. Odsunę wszystkie niebezpieczne przedmioty znajdujące się w pobliżu osoby będącej w trakcie napadu padaczkowego, aby zapobiec dodatkowym urazom.;4. Po ustaniu napadu padaczkowego osobę należy ułożyć w pozycji bezpiecznej oraz pozostać z nią do czasu odzyskania pełnej sprawności.;5. Podczas napadu padaczkowego u osoby, która regularnie przyjmuje leki przeciwpadaczkowe, należy jak najszybciej podać lek doustnie.;6. Osobę w trakcie napadu padaczkowego należy przytrzymać i ograniczyć jej ruchy.;7. W czasie każdego napadu padaczkowego należy wezwać pogotowie ratunkowe.;8. Sztuczne oddychanie nie jest czynnością konieczną w trakcie każdego napadu padaczkowego.;9. Po ustaniu napadu padaczkowego chory najczęściej natychmiast wraca do pełni sprawności, nie odczuwając przy tym żadnych dolegliwości.;10.Jeden napad padaczkowy wystarczy żeby rozpoznać padaczkę u osoby nie będącej w grupie wysokiego ryzyka nawrotu kolejnych napadów.;11. Do objawów napadu padaczkowego należą:;12.Który z czynników może sprowokować napad padaczkowy?;13. Osoba chorująca na padaczkę:;14. Padaczka to:;15.Zaznacz stwierdzenie fałszywe;16. Czy uważasz, że w toku nauczania szkolnego powinny być ujęte tego typu lekcje na temat stwardnienia rozsianego, padaczki i innych częstych schorzeń zdrowotnych?;QA1;QA2;QA3;QA4;QA5;QA6;QA7;QA8;QA9;QA10;QA11;QA12;QA13;QA14;QB1;QB2;QB3;QB4;QB5;QB6;QB7;QB8;QB9;QB10;QB11;QB12;QB13;QB14;15. Czy uważasz, że w toku nauczania szkolnego powinny być ujęte tego typu lekcje na temat stwardnienia rozsianego, padaczki i innych częstych schorzeń zdrowotnych?
2024/01/15 11:16:50 AM UTC+2;16-17 lat;Kobieta;Polska;Miasto do 50 000 mieszkańców;Z rozszerzoną biologią;Nie;Tak;Nie;Średnia;Tak;Internet;Nie;Słaba;FAŁSZ;FAŁSZ;PRAWDA;PRAWDA;Nie wiem;FAŁSZ;FAŁSZ;PRAWDA;Nie wiem;Nie wiem;Wszystkie odpowiedzi są prawidłowe;Migające światło;Może uprawiać większość dyscyplin sportowych za wyjątkiem nurkowania i wspinaczki;Przewlekła choroba neurologiczna;Padaczka jest chorobą uleczalną;FAŁSZ;FAŁSZ;PRAWDA;PRAWDA;FAŁSZ;FAŁSZ;FAŁSZ;PRAWDA;FAŁSZ;FAŁSZ;Wszystkie odpowiedzi są prawidłowe;Wszystkie odpowiedzi są prawidłowe;Może uprawiać większość dyscyplin sportowych za wyjątkiem nurkowania i wspinaczki;Przewlekła choroba neurologiczna;Osoby chorujące na padaczkę muszą przyjmować leki do końca swojego życia;Tak;Nie wiem;Przyczyn genetycznych i jest chorobą dziedziczną;Nie wiem;Nie wiem;Nie wiem;Nie wiem;Nie wiem;Nie wiem;Nie wiem;Nie wiem;Nie wiem;Nie wiem;Nie wiem;Nie wiem;Immunologicznego;Przyczyny stwardnienia rozsianego nie są do końca znane;Wszystkie powyższe odpowiedzi są poprawne;Wszystkie powyższe odpowiedzi są poprawne;Nie wiem;PRAWDA;PRAWDA;PRAWDA;PRAWDA;PRAWDA;PRAWDA;FAŁSZ;PRAWDA;PRAWDA;Tak
2024/01/15 11:16:55 AM UTC+2;14-15 lat;Inna;Polska;Miasto do 50 000 mieszkańców;Z rozszerzoną biologią;Nie;Tak;Nie;Średnia;Tak;Internet;Nie;Średnia;FAŁSZ;FAŁSZ;PRAWDA;PRAWDA;FAŁSZ;FAŁSZ;Nie wiem;PRAWDA;FAŁSZ;Nie wiem;Drgawki i krótkotrwała utrata świadomości;Wszystkie odpowiedzi są prawidłowe;Posiada bezwzględny zakaz prowadzenia samochodu;Przewlekła choroba neurologiczna;Padaczka jest chorobą uleczalną;FAŁSZ;FAŁSZ;PRAWDA;PRAWDA;FAŁSZ;FAŁSZ;FAŁSZ;PRAWDA;FAŁSZ;FAŁSZ;Wszystkie odpowiedzi są prawidłowe;Wszystkie odpowiedzi są prawidłowe;Może uprawiać większość dyscyplin sportowych za wyjątkiem nurkowania i wspinaczki;Przewlekła choroba neurologiczna;Osoby chorujące na padaczkę muszą przyjmować leki do końca swojego życia;Tak;Immunologicznego;Przyczyny stwardnienia rozsianego nie są do końca znane;Wszystkie powyższe odpowiedzi są poprawne;Wszystkie powyższe odpowiedzi są poprawne;FAŁSZ;FAŁSZ;PRAWDA;PRAWDA;Nie wiem;PRAWDA;Nie wiem;Nie wiem;PRAWDA;PRAWDA;Immunologicznego;Przyczyny stwardnienia rozsianego nie są do końca znane;Wszystkie powyższe odpowiedzi są poprawne;Wszystkie powyższe odpowiedzi są poprawne;PRAWDA;PRAWDA;PRAWDA;PRAWDA;PRAWDA;PRAWDA;PRAWDA;Nie wiem;PRAWDA;PRAWDA;Tak
2024/01/15 11:17:06 AM UTC+2;Powyżej 20 lat;Mężczyzna;Polska;Miasto do 50 000 mieszkańców;Z rozszerzoną biologią;Tak;Tak;Tak;Bardzo dobra;Tak;Internet;Tak;Bardzo dobra;Nie wiem;FAŁSZ;FAŁSZ;Nie wiem;FAŁSZ;Nie wiem;Nie wiem;Nie wiem;Nie wiem;Nie wiem;Napady nieświadomości, chwilowego wyłączenia;Wszystkie odpowiedzi są prawidłowe;Może uprawiać większość dyscyplin sportowych za wyjątkiem nurkowania i wspinaczki;Choroba występująca tylko w wieku dziecięcym;Padaczka jest chorobą uleczalną;FAŁSZ;FAŁSZ;FAŁSZ;FAŁSZ;PRAWDA;Nie wiem;FAŁSZ;FAŁSZ;FAŁSZ;Nie wiem;Drgawki i krótkotrwała utrata świadomości;Wszystkie odpowiedzi są prawidłowe;Nie może mieć dzieci;Inne określenie na napad drgawek;Osoby chorujące na padaczkę muszą przyjmować leki do końca swojego życia;Inne (jakie?);Pokarmowego;Przyczyn genetycznych i jest chorobą dziedziczną;Zaburzenia równowagi;Zaburzenia funkcji poznawczych (kłopoty z pamięcią i znajdowaniem odpowiednich słów);FAŁSZ;Nie wiem;PRAWDA;FAŁSZ;Nie wiem;Nie wiem;Nie wiem;Nie wiem;Nie wiem;Nie wiem;Immunologicznego;Przyczyny stwardnienia rozsianego nie są do końca znane;Wszystkie powyższe odpowiedzi są poprawne;Niepełnosprawność;FAŁSZ;PRAWDA;Nie wiem;FAŁSZ;PRAWDA;PRAWDA;FAŁSZ;PRAWDA;PRAWDA;PRAWDA;Nie
2024/01/15 11:17:09 AM UTC+2;16-17 lat;Kobieta;Polska;Miasto powyżej 500 000 mieszkańców;Z rozszerzoną biologią;Nie;Tak;Nie;Słaba;Tak;"Szkoła;Internet;Inne (jakie)";Nie;Nic nie wiem o tej chorobie;PRAWDA;FAŁSZ;PRAWDA;PRAWDA;FAŁSZ;Nie wiem;FAŁSZ;Nie wiem;FAŁSZ;FAŁSZ;Wszystkie odpowiedzi są prawidłowe;Wszystkie odpowiedzi są prawidłowe;Posiada bezwzględny zakaz prowadzenia samochodu;Przewlekła choroba neurologiczna;Na padaczkę choruje około 1% populacji;FAŁSZ;FAŁSZ;PRAWDA;FAŁSZ;FAŁSZ;FAŁSZ;FAŁSZ;PRAWDA;FAŁSZ;FAŁSZ;Wszystkie odpowiedzi są prawidłowe;Wszystkie odpowiedzi są prawidłowe;Może uprawiać większość dyscyplin sportowych za wyjątkiem nurkowania i wspinaczki;Przewlekła choroba neurologiczna;Osoby chorujące na padaczkę muszą przyjmować leki do końca swojego życia;Tak;Nie wiem;Nie wiem;Nie wiem;Nie wiem;Nie wiem;Nie wiem;Nie wiem;Nie wiem;Nie wiem;Nie wiem;Nie wiem;Nie wiem;Nie wiem;Nie wiem;Immunologicznego;Przyczyny stwardnienia rozsianego nie są do końca znane;Wszystkie powyższe odpowiedzi są poprawne;Wszystkie powyższe odpowiedzi są poprawne;FAŁSZ;PRAWDA;PRAWDA;PRAWDA;PRAWDA;PRAWDA;PRAWDA;FAŁSZ;PRAWDA;PRAWDA;Tak
2024/01/15 11:17:10 AM UTC+2;14-15 lat;Mężczyzna;Polska;Miasto powyżej 500 000 mieszkańców;Z rozszerzoną biologią;Nie;Tak;Nie;Słaba;Tak;Internet;Nie;Słaba;FAŁSZ;FAŁSZ;PRAWDA;PRAWDA;FAŁSZ;PRAWDA;FAŁSZ;PRAWDA;Nie wiem;PRAWDA;Wszystkie odpowiedzi są prawidłowe;Migające światło;Posiada bezwzględny zakaz prowadzenia samochodu;Przewlekła choroba neurologiczna;Padaczka jest chorobą uleczalną;FAŁSZ;FAŁSZ;PRAWDA;PRAWDA;FAŁSZ;FAŁSZ;PRAWDA;PRAWDA;FAŁSZ;FAŁSZ;Wszystkie odpowiedzi są prawidłowe;Wszystkie odpowiedzi są prawidłowe;Może uprawiać większość dyscyplin sportowych za wyjątkiem nurkowania i wspinaczki;Przewlekła choroba neurologiczna;Osoby chorujące na padaczkę muszą przyjmować leki do końca swojego życia;Tak;Immunologicznego;Przyczyny stwardnienia rozsianego nie są do końca znane;Drętwienie lub osłabienie jednej lub więcej kończyn, zwykle występujące po jednej stronie ciała naraz;Wszystkie powyższe odpowiedzi są poprawne;FAŁSZ;PRAWDA;PRAWDA;PRAWDA;FAŁSZ;PRAWDA;FAŁSZ;PRAWDA;PRAWDA;PRAWDA;Immunologicznego;Przyczyny stwardnienia rozsianego nie są do końca znane;Wszystkie powyższe odpowiedzi są poprawne;Wszystkie powyższe odpowiedzi są poprawne;FAŁSZ;PRAWDA;PRAWDA;PRAWDA;PRAWDA;PRAWDA;PRAWDA;PRAWDA;PRAWDA;PRAWDA;Tak
2024/01/15 11:17:18 AM UTC+2;16-17 lat;Kobieta;Polska;Miasto powyżej 500 000 mieszkańców;Z rozszerzoną biologią;Tak;Tak;Tak;Dobra;Tak;"Rodzina;Znajomi";Nie;Średnia;PRAWDA;FAŁSZ;PRAWDA;Nie wiem;FAŁSZ;PRAWDA;PRAWDA;PRAWDA;Nie wiem;Nie wiem;Wszystkie odpowiedzi są prawidłowe;Stres;Może uprawiać większość dyscyplin sportowych za wyjątkiem nurkowania i wspinaczki;Przewlekła choroba neurologiczna;Padaczka jest chorobą uleczalną;FAŁSZ;FAŁSZ;PRAWDA;PRAWDA;FAŁSZ;FAŁSZ;PRAWDA;PRAWDA;FAŁSZ;PRAWDA;Wszystkie odpowiedzi są prawidłowe;Wszystkie odpowiedzi są prawidłowe;Może uprawiać większość dyscyplin sportowych za wyjątkiem nurkowania i wspinaczki;Przewlekła choroba neurologiczna;Osoby chorujące na padaczkę muszą przyjmować leki do końca swojego życia;Tak;Szkieletowego;Nie wiem;Wszystkie powyższe odpowiedzi są poprawne;Niepełnosprawność;PRAWDA;Nie wiem;Nie wiem;PRAWDA;PRAWDA;PRAWDA;Nie wiem;PRAWDA;Nie wiem;PRAWDA;Szkieletowego;Przyczyny stwardnienia rozsianego nie są do końca znane;Wszystkie powyższe odpowiedzi są poprawne;Wszystkie powyższe odpowiedzi są poprawne;FAŁSZ;PRAWDA;PRAWDA;PRAWDA;PRAWDA;PRAWDA;PRAWDA;PRAWDA;PRAWDA;PRAWDA;Tak
2024/01/15 11:17:28 AM UTC+2;14-15 lat;Kobieta;Polska;Miasto powyżej 500 000 mieszkańców;Z rozszerzoną biologią;Nie;Tak;Nie;Dobra;Nie;;Nie;Nic nie wiem o tej chorobie;FAŁSZ;FAŁSZ;PRAWDA;PRAWDA;FAŁSZ;FAŁSZ;FAŁSZ;PRAWDA;PRAWDA;PRAWDA;Wszystkie odpowiedzi są prawidłowe;Wszystkie odpowiedzi są prawidłowe;Może uprawiać większość dyscyplin sportowych za wyjątkiem nurkowania i wspinaczki;Przewlekła choroba neurologiczna;Osoby chorujące na padaczkę muszą przyjmować leki do końca swojego życia;FAŁSZ;FAŁSZ;PRAWDA;PRAWDA;FAŁSZ;FAŁSZ;FAŁSZ;PRAWDA;PRAWDA;FAŁSZ;Wszystkie odpowiedzi są prawidłowe;Wszystkie odpowiedzi są prawidłowe;Może uprawiać większość dyscyplin sportowych za wyjątkiem nurkowania i wspinaczki;Przewlekła choroba neurologiczna;Osoby chorujące na padaczkę muszą przyjmować leki do końca swojego życia;Tak;Pokarmowego;Przyczyny stwardnienia rozsianego nie są do końca znane;Wszystkie powyższe odpowiedzi są poprawne;Wszystkie powyższe odpowiedzi są poprawne;FAŁSZ;FAŁSZ;PRAWDA;PRAWDA;FAŁSZ;PRAWDA;FAŁSZ;PRAWDA;FAŁSZ;PRAWDA;Pokarmowego;Przyczyny stwardnienia rozsianego nie są do końca znane;Wszystkie powyższe odpowiedzi są poprawne;Wszystkie powyższe odpowiedzi są poprawne;FAŁSZ;PRAWDA;PRAWDA;FAŁSZ;PRAWDA;PRAWDA;PRAWDA;FAŁSZ;PRAWDA;PRAWDA;Tak
2024/01/15 11:17:32 AM UTC+2;15-16 lat;Kobieta;Polska;Miasto do 50 000 mieszkańców;Z rozszerzoną biologią;Nie;Tak;Nie;Słaba;Tak;"Znajomi;Szkoła";Nie;Słaba;PRAWDA;FAŁSZ;PRAWDA;Nie wiem;FAŁSZ;FAŁSZ;Nie wiem;PRAWDA;FAŁSZ;FAŁSZ;Wszystkie odpowiedzi są prawidłowe;Wszystkie odpowiedzi są prawidłowe;Może uprawiać większość dyscyplin sportowych za wyjątkiem nurkowania i wspinaczki;Przewlekła choroba neurologiczna;Osoby chorujące na padaczkę muszą przyjmować leki do końca swojego życia;FAŁSZ;FAŁSZ;PRAWDA;PRAWDA;FAŁSZ;FAŁSZ;FAŁSZ;PRAWDA;FAŁSZ;FAŁSZ;Wszystkie odpowiedzi są prawidłowe;Wszystkie odpowiedzi są prawidłowe;Może uprawiać większość dyscyplin sportowych za wyjątkiem nurkowania i wspinaczki;Przewlekła choroba neurologiczna;Osoby chorujące na padaczkę muszą przyjmować leki do końca swojego życia;Tak;Immunologicznego;Przyczyny stwardnienia rozsianego nie są do końca znane;Wszystkie powyższe odpowiedzi są poprawne;Wszystkie powyższe odpowiedzi są poprawne;Nie wiem;Nie wiem;Nie wiem;Nie wiem;Nie wiem;PRAWDA;PRAWDA;PRAWDA;FAŁSZ;PRAWDA;Immunologicznego;Przyczyny stwardnienia rozsianego nie są do końca znane;Wszystkie powyższe odpowiedzi są poprawne;Wszystkie powyższe odpowiedzi są poprawne;FAŁSZ;PRAWDA;PRAWDA;PRAWDA;PRAWDA;PRAWDA;PRAWDA;PRAWDA;PRAWDA;PRAWDA;Tak
2024/01/15 11:17:36 AM UTC+2;16-17 lat;Mężczyzna;Polska;Miasto powyżej 500 000 mieszkańców;Z rozszerzoną biologią;Nie;Tak;Nie;Średnia;Tak;Kupno kota z hodowli;Tak;Dobra;FAŁSZ;FAŁSZ;PRAWDA;PRAWDA;Nie wiem;FAŁSZ;Nie wiem;Nie wiem;Nie wiem;Nie wiem;Drgawki i krótkotrwała utrata świadomości;Wszystkie odpowiedzi są prawidłowe;Może uprawiać większość dyscyplin sportowych za wyjątkiem nurkowania i wspinaczki;Przewlekła choroba neurologiczna;Padaczka jest chorobą uleczalną;FAŁSZ;FAŁSZ;PRAWDA;PRAWDA;FAŁSZ;FAŁSZ;FAŁSZ;FAŁSZ;FAŁSZ;FAŁSZ;Wszystkie odpowiedzi są prawidłowe;Wszystkie odpowiedzi są prawidłowe;Może uprawiać większość dyscyplin sportowych za wyjątkiem nurkowania i wspinaczki;Przewlekła choroba neurologiczna;Osoby chorujące na padaczkę muszą przyjmować leki do końca swojego życia;Tak;Szkieletowego;Przyczyny stwardnienia rozsianego nie są do końca znane;Wszystkie powyższe odpowiedzi są poprawne;Niepełnosprawność;FAŁSZ;PRAWDA;Nie wiem;Nie wiem;PRAWDA;PRAWDA;PRAWDA;PRAWDA;PRAWDA;PRAWDA;Immunologicznego;Przyczyn genetycznych i jest chorobą dziedziczną;Wszystkie powyższe odpowiedzi są poprawne;Wszystkie powyższe odpowiedzi są poprawne;FAŁSZ;PRAWDA;PRAWDA;FAŁSZ;PRAWDA;PRAWDA;PRAWDA;PRAWDA;PRAWDA;PRAWDA;Tak
2024/01/15 11:17:41 AM UTC+2;16-17 lat;Kobieta;Polska;Miasto od 50 000 do 100 000 mieszkańców;Z rozszerzoną biologią;Nie;Tak;Nie;Dobra;Tak;"Szkoła;Internet";Nie;Słaba;FAŁSZ;FAŁSZ;PRAWDA;PRAWDA;FAŁSZ;Nie wiem;FAŁSZ;PRAWDA;PRAWDA;PRAWDA;Drgawki i krótkotrwała utrata świadomości;Wszystkie odpowiedzi są prawidłowe;Może uprawiać większość dyscyplin sportowych za wyjątkiem nurkowania i wspinaczki;Przewlekła choroba neurologiczna;Osoby chorujące na padaczkę muszą przyjmować leki do końca swojego życia;FAŁSZ;FAŁSZ;PRAWDA;PRAWDA;FAŁSZ;FAŁSZ;FAŁSZ;FAŁSZ;FAŁSZ;FAŁSZ;Wszystkie odpowiedzi są prawidłowe;Wszystkie odpowiedzi są prawidłowe;Może uprawiać większość dyscyplin sportowych za wyjątkiem nurkowania i wspinaczki;Przewlekła choroba neurologiczna;Osoby chorujące na padaczkę muszą przyjmować leki do końca swojego życia;Tak;Immunologicznego;Przyczyny stwardnienia rozsianego nie są do końca znane;Wszystkie powyższe odpowiedzi są poprawne;Wszystkie powyższe odpowiedzi są poprawne;FAŁSZ;PRAWDA;PRAWDA;PRAWDA;Nie wiem;PRAWDA;PRAWDA;PRAWDA;PRAWDA;PRAWDA;Immunologicznego;Przyczyny stwardnienia rozsianego nie są do końca znane;Wszystkie powyższe odpowiedzi są poprawne;Wszystkie powyższe odpowiedzi są poprawne;PRAWDA;PRAWDA;PRAWDA;PRAWDA;PRAWDA;PRAWDA;PRAWDA;FAŁSZ;PRAWDA;PRAWDA;Tak
2024/01/15 11:17:52 AM UTC+2;14-15 lat;Kobieta;Polska;Miasto powyżej 500 000 mieszkańców;Z rozszerzoną biologią;Nie;Tak;Nie;Słaba;Nie;Nie słyszałam ;Nie;Nic nie wiem o tej chorobie;Nie wiem;Nie wiem;PRAWDA;PRAWDA;Nie wiem;PRAWDA;PRAWDA;Nie wiem;Nie wiem;Nie wiem;Wszystkie odpowiedzi są prawidłowe;Migające światło;Posiada bezwzględny zakaz prowadzenia samochodu;Przewlekła choroba neurologiczna;Osoby chorujące na padaczkę muszą przyjmować leki do końca swojego życia;FAŁSZ;PRAWDA;PRAWDA;PRAWDA;FAŁSZ;FAŁSZ;PRAWDA;PRAWDA;PRAWDA;FAŁSZ;Wszystkie odpowiedzi są prawidłowe;Wszystkie odpowiedzi są prawidłowe;Posiada bezwzględny zakaz prowadzenia samochodu;Przewlekła choroba neurologiczna;Osoby chorujące na padaczkę muszą przyjmować leki do końca swojego życia;Tak;Nie wiem;Nie wiem;Nie wiem;Nie wiem;Nie wiem;Nie wiem;Nie wiem;Nie wiem;Nie wiem;Nie wiem;Nie wiem;Nie wiem;Nie wiem;Nie wiem;Immunologicznego;Przyczyny stwardnienia rozsianego nie są do końca znane;Wszystkie powyższe odpowiedzi są poprawne;Wszystkie powyższe odpowiedzi są poprawne;Nie wiem;PRAWDA;PRAWDA;PRAWDA;PRAWDA;PRAWDA;PRAWDA;Nie wiem;PRAWDA;PRAWDA;Tak
2024/01/15 11:18:10 AM UTC+2;16-17 lat;Mężczyzna;Polska;Miasto do 50 000 mieszkańców;Z rozszerzoną biologią;Tak;Tak;Tak;Bardzo dobra;Tak;"Rodzina;Znajomi;Szkoła;Internet";Tak;Dobra;FAŁSZ;FAŁSZ;PRAWDA;PRAWDA;FAŁSZ;FAŁSZ;FAŁSZ;PRAWDA;FAŁSZ;FAŁSZ;Wszystkie odpowiedzi są prawidłowe;Wszystkie odpowiedzi są prawidłowe;Może uprawiać większość dyscyplin sportowych za wyjątkiem nurkowania i wspinaczki;Przewlekła choroba neurologiczna;Na padaczkę choruje około 1% populacji;FAŁSZ;FAŁSZ;PRAWDA;PRAWDA;FAŁSZ;FAŁSZ;FAŁSZ;PRAWDA;FAŁSZ;FAŁSZ;Wszystkie odpowiedzi są prawidłowe;Wszystkie odpowiedzi są prawidłowe;Może uprawiać większość dyscyplin sportowych za wyjątkiem nurkowania i wspinaczki;Przewlekła choroba neurologiczna;Na padaczkę choruje około 1% populacji;Tak;Szkieletowego;Przyczyn genetycznych i jest chorobą dziedziczną;Drętwienie lub osłabienie jednej lub więcej kończyn, zwykle występujące po jednej stronie ciała naraz;Zaburzenia funkcji poznawczych (kłopoty z pamięcią i znajdowaniem odpowiednich słów);FAŁSZ;FAŁSZ;Nie wiem;Nie wiem;PRAWDA;PRAWDA;PRAWDA;PRAWDA;PRAWDA;PRAWDA;Immunologicznego;Przyczyny stwardnienia rozsianego nie są do końca znane;Ból gałki ocznej, zaburzenia widzenia (osłabienie ostrości wzroku lub widzenie podwójne);Niepełnosprawność;FAŁSZ;PRAWDA;PRAWDA;PRAWDA;PRAWDA;PRAWDA;PRAWDA;FAŁSZ;PRAWDA;PRAWDA;Tak
2024/01/15 11:18:30 AM UTC+2;15-16 lat;Kobieta;Polska;Miasto powyżej 500 000 mieszkańców;Z rozszerzoną biologią;Nie;Tak;Nie;Średnia;Tak;"Szkoła;Internet";Nie;Średnia;FAŁSZ;FAŁSZ;PRAWDA;PRAWDA;Nie wiem;FAŁSZ;FAŁSZ;Nie wiem;Nie wiem;FAŁSZ;Wszystkie odpowiedzi są prawidłowe;Wszystkie odpowiedzi są prawidłowe;Posiada bezwzględny zakaz prowadzenia samochodu;Przewlekła choroba neurologiczna;Padaczka jest chorobą uleczalną;FAŁSZ;FAŁSZ;PRAWDA;PRAWDA;FAŁSZ;FAŁSZ;FAŁSZ;PRAWDA;FAŁSZ;FAŁSZ;Wszystkie odpowiedzi są prawidłowe;Wszystkie odpowiedzi są prawidłowe;Może uprawiać większość dyscyplin sportowych za wyjątkiem nurkowania i wspinaczki;Przewlekła choroba neurologiczna;Osoby chorujące na padaczkę muszą przyjmować leki do końca swojego życia;Tak;Immunologicznego;Przyczyny stwardnienia rozsianego nie są do końca znane;Wszystkie powyższe odpowiedzi są poprawne;Wszystkie powyższe odpowiedzi są poprawne;PRAWDA;PRAWDA;Nie wiem;Nie wiem;Nie wiem;Nie wiem;PRAWDA;PRAWDA;FAŁSZ;PRAWDA;Immunologicznego;Przyczyny stwardnienia rozsianego nie są do końca znane;Wszystkie powyższe odpowiedzi są poprawne;Wszystkie powyższe odpowiedzi są poprawne;PRAWDA;PRAWDA;PRAWDA;PRAWDA;PRAWDA;PRAWDA;PRAWDA;FAŁSZ;PRAWDA;PRAWDA;Tak
2024/01/15 11:18:32 AM UTC+2;16-17 lat;Kobieta;Polska;Miasto powyżej 500 000 mieszkańców;Z rozszerzoną biologią;Tak;Tak;Tak;Dobra;Tak;"Rodzina;Szkoła;Internet";Nie;Słaba;FAŁSZ;FAŁSZ;PRAWDA;PRAWDA;Nie wiem;PRAWDA;FAŁSZ;PRAWDA;PRAWDA;FAŁSZ;Wszystkie odpowiedzi są prawidłowe;Wszystkie odpowiedzi są prawidłowe;Posiada bezwzględny zakaz prowadzenia samochodu;Przewlekła choroba neurologiczna;Na padaczkę choruje około 1% populacji;FAŁSZ;FAŁSZ;PRAWDA;PRAWDA;FAŁSZ;FAŁSZ;PRAWDA;PRAWDA;FAŁSZ;FAŁSZ;Wszystkie odpowiedzi są prawidłowe;Wszystkie odpowiedzi są prawidłowe;Może uprawiać większość dyscyplin sportowych za wyjątkiem nurkowania i wspinaczki;Przewlekła choroba neurologiczna;Osoby chorujące na padaczkę muszą przyjmować leki do końca swojego życia;Tak;Nie wiem;Nie wiem;Wszystkie powyższe odpowiedzi są poprawne;Wszystkie powyższe odpowiedzi są poprawne;Nie wiem;Nie wiem;Nie wiem;Nie wiem;Nie wiem;PRAWDA;Nie wiem;Nie wiem;Nie wiem;PRAWDA;Immunologicznego;Przyczyny stwardnienia rozsianego nie są do końca znane;Wszystkie powyższe odpowiedzi są poprawne;Wszystkie powyższe odpowiedzi są poprawne;FAŁSZ;PRAWDA;PRAWDA;PRAWDA;PRAWDA;PRAWDA;PRAWDA;PRAWDA;PRAWDA;PRAWDA;Tak
2024/01/15 11:18:44 AM UTC+2;16-17 lat;Kobieta;Polska;Miasto powyżej 500 000 mieszkańców;Z rozszerzoną biologią;Nie;Tak;Nie;Słaba;Tak;Rodzina;Tak;Średnia;Nie wiem;FAŁSZ;PRAWDA;PRAWDA;Nie wiem;Nie wiem;Nie wiem;PRAWDA;Nie wiem;Nie wiem;Wszystkie odpowiedzi są prawidłowe;Wszystkie odpowiedzi są prawidłowe;Może uprawiać większość dyscyplin sportowych za wyjątkiem nurkowania i wspinaczki;Przewlekła choroba neurologiczna;Leczeniem padaczki zajmuje się lekarz neurolog;FAŁSZ;FAŁSZ;PRAWDA;PRAWDA;FAŁSZ;FAŁSZ;PRAWDA;PRAWDA;FAŁSZ;FAŁSZ;Wszystkie odpowiedzi są prawidłowe;Wszystkie odpowiedzi są prawidłowe;Może uprawiać większość dyscyplin sportowych za wyjątkiem nurkowania i wspinaczki;Przewlekła choroba neurologiczna;Osoby chorujące na padaczkę muszą przyjmować leki do końca swojego życia;Tak;Immunologicznego;Przyczyn genetycznych i jest chorobą dziedziczną;Wszystkie powyższe odpowiedzi są poprawne;Niepełnosprawność;FAŁSZ;Nie wiem;Nie wiem;Nie wiem;PRAWDA;Nie wiem;PRAWDA;PRAWDA;Nie wiem;PRAWDA;Immunologicznego;Przyczyny stwardnienia rozsianego nie są do końca znane;Wszystkie powyższe odpowiedzi są poprawne;Wszystkie powyższe odpowiedzi są poprawne;FAŁSZ;PRAWDA;PRAWDA;PRAWDA;PRAWDA;PRAWDA;PRAWDA;PRAWDA;PRAWDA;PRAWDA;Tak
